response_id,survey_name,survey_group,response_date,response_month,county,sub_county,organization,facility_name,facility_ownership,gender,age_group,education_level,marital_status,user_type,satisfaction,access_challenge,equipment_adequate,confidentiality,rights_awareness,comfortable_at_facility,counseled,sentiment_score,sentiment_label,themes,snippet,positive_text,concern_text,improvement_text,access_text,highlight_text,additional_text,mental_challenges,mental_support_sought,mental_network_response,mental_support_needed
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,14022,GOK,Male,18 to 30,Secondary school,Separated,Peer Monitor/ Educator,Satisfied,Unknown,Yes,Yes,Yes,Yes,Yes,-0.2177,Negative,"medicines_supplies, confidentiality_stigma",None,Satisfied,None,Satisfied,Satisfied,Confidentiality,Provide empowerment and lend money. most of them survive on one meal.or bench mark at kibira clients given shopping cards with limits and equip ccc with effects drugs to combato ARV drugs effect,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Homa Bay,LARCOD,Homabay refferal hospital ( MFL code- 13608),GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,No,Yes,-0.5773,Negative,"staff_attitude, equipment_space",Staffs not friendly,Services are always available,Staffs not friendly,Staffs should handle clients professionally,Add more professional staffs,I don't like how some staffs are disrespectful,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,PALA LEVEL 4 HOSPITAL,GOK,Male,55-64,Secondary school,Polygamous,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.4482,Positive,"staff_attitude, wait_time, medicines_supplies, food_transport_support, confidentiality_stigma, counseling_mental_health",We don't have support program for nutrition and medication for the vulnerable patients,"Constant supply of ART medicine, friendly service providers",We don't have support program for nutrition and medication for the vulnerable patients,"Counseling sessions, delay in the hospital",Reduce number of bookings,"ART medicine has improved my health, constant supply of ART medicine and confidential handling of clients information",Nutrition support program for the vulnerable patients and supply of other drugs,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo South,LARCOD,Facility name sino Dispensary Code 14092,GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,No,Other,Yes,Yes,Yes,Yes,0.6124,Positive,"staff_attitude, wait_time, medicines_supplies, equipment_space",Just ok,Good services,Just ok,Supplies of septrine,Separation of the building from other buildings of the hospital,Likes.1Getting drugs on time 2.Good understanding nurses 3.No delay on line,Just ok,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Ndhiwa,LARCOD,Ndhiwa Sub County Hospital,GOK,Female,18 to 30,Primary school,Married,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.8931,Positive,"staff_attitude, medicines_supplies, equipment_space",I'm okay with their services,Their services are friendly and accomodating,I'm okay with their services,I'm okay with everything else as it is,Improve on the infrastructure and human resource,We have never missed drugs,I'm okay with everything else as it is,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,Embu West,WOFAK,11387,GOK,Female,31 to 55,Never attended school,Married,Peer Monitor/ Educator,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.8479,Positive,"staff_attitude, medicines_supplies, food_transport_support",Taking too long at the facility during clinic visits,Good interaction with the health providers,Taking too long at the facility during clinic visits,More staffs to be added to speed up the work.,Competency at work,Long queing at facility during the clinics visits,More support on clients on free drugs,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Rangwe Sub county hospital,GOK,Male,45-54,Secondary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.1611,Mixed / Neutral,"medicines_supplies, access_cost",Nothing I love there's service,Very close to the work place therefore easyly accessble,Nothing I love there's service,Be given enough drug's that goes for three months to avoid unnecessary movement,We need vitamin to improve our stability,Accuracy and it's very close to my home.,Funds be given to us to help use educate our children as the affected person.,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Homa Bay,LARCOD,Homa bay referral,GOK,Male,18 to 30,University/College,Married,Peer Monitor/ Educator,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.6908,Positive,"wait_time, equipment_space",Delay at the pharmacy,Good management,Delay at the pharmacy,Time management,Increase time management,"Likes , teaching from the facility.dislikes,the equipments are not at times not functioning",Thanking the hospital for the effort they are putting,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Ober Health Center MFL Code 13953,GOK,Female,35-44,Primary school,Widowed,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.9022,Positive,"staff_attitude, medicines_supplies, food_transport_support, equipment_space",Nothing,Services are good and the facility is near,Nothing,Enough drugs and equipments,Adequate space and Enough drugs,"Staffs are friendly and welcoming, staffs are supportive and understanding",Money for business,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,,WOFAK,Mariakani subcounty hospital-11566,GOK,Male,45-54,Primary school,Married,Unknown,Very satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.25,Positive,"staff_attitude, wait_time, medicines_supplies",No comment,Drugs are free,No comment,The staffs to be quick when offering services,Staffs to be faster to avoid delays,1.we wait for long 2.best services 3.drugs are free,No comments,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo North,LARCOD,Kobuya Dispensary,GOK,Male,31 to 55,Primary school,Polygamous,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.3412,Negative,"staff_attitude, wait_time, medicines_supplies, confidentiality_stigma, counseling_mental_health",None,Fast service,None,Supply of Septrin tablets,None for now.,"Good teaching/Counselling service, Friendly/Cordial staff and Confidentiality",Supply of Septrin tablets to patients in the facility,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Ndhiwa,LARCOD,Ndhiwa Sub County Hospital,GOK,Female,18 to 30,Secondary school,Married,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.6896,Positive,"wait_time, medicines_supplies, equipment_space",I can't comment on that,Their services are fast and reliable,I can't comment on that,I'm just okay with everything as it is,Improve on the infrastructure,Their services are very fast and quality and I have never missed drugs,Was just asking about health effects of ceptrine,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,17585 idf,Private,Female,65+,Nursery/Pre-school,Widowed,Unknown,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.4404,Positive,"staff_attitude, food_transport_support, equipment_space",Nothing,good,Nothing,To build more rooms,To add service providers to make the services run smoothly,Nothing,Food and some fruits,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Nyarut health center 19860,GOK,Female,25-34,Primary school,Married,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.7995,Positive,"wait_time, medicines_supplies, food_transport_support",None,I do get them on time no delay on time wastage when seeking services at this facility,None,Sometimes the ART medicine is not enough instead of being given for three months you are given one month because of shortage,Just on the side of medication the shortage,,She just grateful for the interview and appeal for more support in future especially for clients who are on care.,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Suba South,LARCOD,Nyandiwa level IV hospital,GOK,Female,18 to 30,University/College,Married,Peer Monitor/ Educator,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.7506,Positive,"staff_attitude, wait_time, equipment_space",The waiting takes long,The staff were abit fast and friendly,The waiting takes long,"The waiting not to take that long,at least have more rooms and staff",Additional of more staff,"The patients are handled with care,they are counselled",The environment is friendly to the patients,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,PALA LEVEL 4 HOSPITAL,GOK,Male,45-54,Secondary school,Polygamous,Unknown,Satisfied,Yes,Yes,Yes,Yes,Yes,Yes,0.7506,Positive,"wait_time, medicines_supplies, food_transport_support, equipment_space, confidentiality_stigma",Delay in the Lab,Constant supply of ART medicine,Delay in the Lab,Time keeping be improved,Improve time keeping,"Constant supply of ART medicine, confidential handling of clients information",Nutrition support,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07 06:58:55,2022-11,Homa Bay,Rachuonyo South,LARCOD,Yala dispensary,GOK,Female,31 to 55,Primary school,Widowed,Peer Monitor/ Educator,Satisfied,No,No,Yes,Yes,Yes,Yes,0.128,Mixed / Neutral,"staff_attitude, wait_time, medicines_supplies, food_transport_support",N A,Relate well with clients,N A,Avail all drugs for clients sometimes we fail to get Septrine,Add more staffs,"Quick services, good advice to clients","Generating income activities,Provision of food suppliments or",,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Homabay referral,GOK,Male,65+,Primary school,Married,Unknown,Satisfied,Yes,No,Yes,Yes,Yes,Yes,-0.3321,Negative,"medicines_supplies, food_transport_support, access_cost",They should add more medicine so as to cut the costs of transport of coming to the facility everyweek,There services,,They should add more medicine so as to cut the costs of transport of coming to the facility everyweek,,,I have nothing to add,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Ober Health Center MFL Code 13953,GOK,Male,Under 18,Nursery/Pre-school,Single,Unknown,Satisfied,No,No,Yes,Yes,Yes,Yes,0.5475,Positive,"staff_attitude, medicines_supplies, food_transport_support, equipment_space, confidentiality_stigma",Nothing,Receiving drugs for the whole month,Nothing,Adequate space for privacy,Adequate space and Enough Septrin to be provided,Hygiene is well maintained and staffs are supportive,Teachings,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Homa Bay,LARCOD,Homa bay referral hospital (MFL-code 13608),GOK,Male,18 to 30,Secondary school,Polygamous,Peer Monitor/ Educator,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.2905,Positive,"wait_time, access_cost",Delay of services on some situations,Good treatment,Delay of services on some situations,No answer,No answer,No toilet access in the facility for the clients,Thanking the hospital for the effory they are putting,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Ndhiwa,LARCOD,Kiasa Dispensary,GOK,Male,18 to 30,Primary school,Married,Peer Monitor/ Educator,Very satisfied,No,Yes,Yes,Yes,Yes,No,0.8132,Positive,"staff_attitude, medicines_supplies, food_transport_support",Nothing,Encouraging staff,Nothing,Everything is ok to him,Nothing,"The staff handled him well, he was also encouraged and being remainder on the days to came for the drugs","He wants Government to support them to pay bills in the hospitals,",,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rachuonyo North,LARCOD,Kobuya Dispensary,GOK,Male,31 to 55,Primary school,Married,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.1461,Mixed / Neutral,"staff_attitude, wait_time, medicines_supplies, food_transport_support, counseling_mental_health",None,Friendly approach,None,Restoration of Nutritional flour supplements that was being provided to patients,None,"Quick service, Friendly approach and Counselling sessions",Formation of Inffe,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Homabay technical and referral hospital,GOK,Male,35-44,University/College,Married,Unknown,Very satisfied,No,Yes,Yes,Yes,Yes,Yes,0.0,Mixed / Neutral,medicines_supplies,None,Getting of the drugs when needed,None,None,None,,,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,Embu West,WOFAK,11387,GOK,Female,31 to 55,Never attended school,Married,Peer Monitor/ Educator,Satisfied,Yes,No,Yes,Yes,Yes,Yes,0.4019,Positive,"staff_attitude, food_transport_support",Taking too long during services Delivery,Social interaction between the clients and health providers,Taking too long during services Delivery,Additional staffs to speed up the working process,Additional staffs,Taking too long at the facility during services Delivery,Food support if possible,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,,LARCOD,Rangwe Sub county hospital,GOK,Male,18-24,Secondary school,Single,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,-0.296,Negative,"staff_attitude, equipment_space, confidentiality_stigma",Nothing,No effect,Nothing,Bring in more Doctors,Expansion of the hospital and brining in more Doctors,Secretive,Nothing,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Kilifi,,WOFAK,Mariakani subcounty hospital-11566,GOK,Male,65+,Primary school,Widowed,Unknown,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.6692,Positive,"staff_attitude, wait_time, medicines_supplies",Satisfied,Best services,Satisfied,No comment,No comment,1.free drugs 2.friendly staffs 3.quick service delivery,No comments,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Homa Bay,LARCOD,Homabay refferal hospital ( MFL code- 13608),GOK,Female,18 to 30,Primary school,Polygamous,Peer Monitor/ Educator,Very satisfied,No,No,Yes,Yes,Yes,Yes,0.4386,Positive,equipment_space,I didn't like the fact that I couldn't get records of my previous blood test,I like how organized the department is,I didn't like the fact that I couldn't get records of my previous blood test,The building should be reinovated,Provide back the porridge that was used to be provided,I like how organised the facility is and the teachings before services,Provide other medications apart from ART,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Rangwe,LARCOD,Asumbi mission hospital mfl code(13488),FBO,Female,18 to 30,Never attended school,Widowed,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,No,Yes,Yes,0.7351,Positive,staff_attitude,I did not receive other medication despite teling the doctor,I met community monitor who is concerned with our well being,I did not receive other medication despite teling the doctor,None,None,,"ART has made great impact, i am greatful",,,,
238.0,CLM Feedback,Facility service experience,2022-11-03,2022-11,Homa Bay,,LARCOD,PALA LEVEL 4 HOSPITAL,GOK,Male,55-64,Primary school,Married,Unknown,Satisfied,Yes,Yes,No,Yes,Yes,Yes,-0.4824,Negative,"staff_attitude, wait_time, medicines_supplies",Delay in reception and pharmacy,No more opportunistic infections since I began to use ART medicine,Delay in reception and pharmacy,Lengthen bookings to 6 months,Lengthen bookings to 6 months,,,,,,
238.0,CLM Feedback,Facility service experience,2022-11-07,2022-11,Homa Bay,Ndhiwa,LARCOD,Ndhiwa Sub County Hospital,GOK,Female,18 to 30,Never attended school,Widowed,Peer Monitor/ Educator,Satisfied,No,Yes,Yes,Yes,Yes,Yes,0.743,Positive,"staff_attitude, medicines_supplies, equipment_space, access_cost",I would like for a transfer,Today we were a bit many so the service delivery was not good,I would like for a transfer,Improve on the infrastructure,Hire more nurses and doctors,I have never been denied access to drugs,I'm okay with everything just thinking about transfer,,,,
